firm_id,sector,city,gender,is_poor,has_debt_true,debt_type_x,total_revenue_diary,sales_cash,sales_credit,autoconsumo_imputed,cogs,gross_profit,transport_exp,rent_exp,utilities_exp,guild_exp,total_op_exp_conventional,labor_imputed,depreciation_imputed,total_op_exp_adjusted,interest_paid,net_income_conventional,net_income_adjusted,accounting_gap_bs,accounting_gap_pct,cash_flow_operating,loans_received,debt_payments_total,household_draws,household_injections,eh_nonresponder_x,eh_yi_tot_annual,eh_yi_net_annual,diary_yi_tot_annualized,diary_yi_net_conv_annualized,diary_yi_net_adj_annualized,ratio_diary_eh_income,gross_margin_pct,net_margin_conventional_pct,net_margin_adjusted_pct,interest_burden_pct,labor_imputed_pct_gross_profit,roa_adjusted_annualized,hourly_return_adjusted_bs,hourly_vs_minwage_ratio,typology,eh_nonresponder_y,eh_yi_tot,eh_yi_net,eh_ci_tot,eh_ci1,eh_ci2,eh_ci3,eh_ci4,eh_ci5,eh_ci6,eh_ci7,eh_ci8,total_revenue_diary_annual,cogs_annual,gross_profit_annual,transport_exp_annual,rent_exp_annual,utilities_exp_annual,guild_exp_annual,total_op_exp_conventional_annual,labor_imputed_annual,depreciation_imputed_annual,total_op_exp_adjusted_annual,interest_paid_annual,net_income_conventional_annual,net_income_adjusted_annual,accounting_gap_bs_annual,cash_flow_operating_annual,household_draws_annual,tool_value,inventory_init,receivables_init,payables_init,cash_initial,debt_amount,debt_type_y,monthly_interest_rate,years_operating,age,shadow_wage_per_hour,owner_hours_weekly,family_hours_weekly,n_family_workers,current_assets,noncurrent_assets,total_assets,accum_depreciation,net_fixed_assets,total_assets_net,current_liab,noncurrent_liab,total_liab,book_equity,retained_earnings_est,gross_margin,ebitda_weekly,ebitda_margin,net_margin_conv,net_margin_adj,roa_conventional,roa_adjusted,roe_conventional,roe_adjusted,earnings_per_bv_conv,earnings_per_bv_adj,debt_to_assets,debt_to_equity,equity_multiplier,current_ratio,quick_ratio,cash_ratio,interest_coverage,debt_service_coverage,asset_turnover,inventory_days,receivable_days,payable_days,cash_conversion_cycle,total_hours_weekly,revenue_per_hour,value_added_per_hour,net_income_per_hour_adj,mw_multiple,effective_annual_rate,ebitda_annual,debt_ebitda,dupont_check,fcf_annual,pv_going_concern_g0,pv_going_concern_g2,pv_going_concern_g5,tobin_q_g0,tobin_q_g2,payback_years,extraction_rate
F157,transporte,Cochabamba,M,True,True,prestamista_informal,1945.27,1945.27,0.0,0.0,0.0,1945.27,0.0,34.2,0.0,0.0,34.2,1197.6,73.42,1305.22,60.43,1850.64,579.62,1271.02,68.7,1850.64,0.0,102.07,184.99,0.0,False,78000,46500,101154.04,96233.28,30140.24,1.297,100.0,95.1,29.8,3.1,61.6,141.3,9.23,0.677,I_Viable,False,78000,46500,26150,18250,0,0,1450,400,4150,0,1900,101154.04,0.0,101154.04,0.0,1778.4,0.0,0.0,1778.4,62275.2,3817.84,67871.44,3142.36,96233.28,30140.24,66093.04,96233.28,9619.48,19088.72,0.0,0.0,0.0,2248.5,3373.13,prestamista_informal,0.0776,27,46,19.07,62.8,0.0,0,2248.5,19088.72,21337.22,103081.68000000001,0.0,2248.5,0.0,3373.13,3373.13,1.0,1039319.4240000001,1.0,1984.4900000000002,1.0201617256216362,0.9513537966451958,0.29796377880705505,42.79887925283522,13.404598621303093,96233.28,30140.24,96233.28,30140.24,1.5001690015565934,3373.13,2248.5,,,1.155880674662129,32.83948370014894,26.56224766015035,44.987342672893035,,0.0,,,62.8,30.97563694267516,30.97563694267516,9.229617834394904,0.6767865406084662,1.4518336013878366,103193.48000000001,0.03268743335334751,96233.28,92415.44,513419.1111111111,577596.5,710888.0,228.3384972697848,256.8808094285079,0.024330349993464295,0.09509733867278064
F158,transporte,Tarija,M,False,False,ninguno,1152.56,1152.56,0.0,0.0,0.0,1152.56,0.0,22.55,0.0,0.0,22.55,845.64,54.81,923.0,0.0,1130.01,229.56,900.45,79.7,1130.01,0.0,0.0,167.74,228.36,False,52000,29650,59933.12,58760.52,11937.12,1.153,100.0,98.0,19.9,0.0,73.4,77.2,3.93,0.288,I_Viable,False,52000,29650,19750,16700,0,1550,1150,350,0,0,0,59933.119999999995,0.0,59933.119999999995,0.0,1172.6000000000001,0.0,0.0,1172.6000000000001,43973.28,2850.12,47996.0,0.0,58760.52,11937.12,46823.4,58760.52,8722.48,14250.86,0.0,0.0,0.0,1219.93,0.0,ninguno,0.0,3,33,14.48,58.4,0.0,0,1219.93,14250.86,15470.79,8550.36,5700.5,6920.43,0.0,0.0,0.0,6920.43,70512.624,1.0,1184.82,1.027989866037343,0.9804348580551121,0.19917401263274798,8.49087701197758,1.7249101573168142,8.49087701197758,1.7249101573168142,8.49087701197758,1.7249101573168142,0.0,0.0,1.0,,,1.0584524883737074,,,8.660317350222456,,0.0,,,58.4,19.735616438356164,19.735616438356164,3.930821917808219,0.28823808474360013,0.0,61610.64,0.0,8.49087701197758,55910.399999999994,310613.3333333333,349439.99999999994,430079.99999999994,44.88353084032832,50.49397219536935,0.12377715058379123,0.14553689178871382
F159,transporte,Cochabamba,M,False,True,familiar,2234.37,2234.37,0.0,0.0,0.0,2234.37,0.0,34.14,18.44,0.0,52.58,724.92,91.09,868.59,0.0,2181.79,1365.78,816.01,37.4,2181.79,0.0,52.2,103.43,0.0,False,78000,51750,116187.24,113453.08,71020.56,1.49,100.0,97.6,61.1,0.0,32.4,289.8,20.73,1.52,I_Viable,False,78000,51750,28800,20650,0,2550,1700,550,0,700,2650,116187.23999999999,0.0,116187.23999999999,0.0,1775.28,958.8800000000001,0.0,2734.16,37695.84,4736.68,45166.68,0.0,113453.08,71020.56,42432.52,113453.08,5378.360000000001,23684.2,0.0,0.0,0.0,825.53,2712.4,familiar,0.0,2,36,11.0,65.9,0.0,0,825.53,23684.2,24509.73,9473.36,14210.84,15036.37,0.0,2712.4,2712.4,12323.970000000001,90762.464,1.0,2272.88,1.017235283323711,0.976467639647865,0.6112595496717196,7.545243965132542,4.7232516890712315,9.205887388560665,5.762798838361339,9.205887388560665,5.762798838361339,0.18038928278567234,0.22009141534748947,1.2200914153474893,,,0.36946879881129807,,292.79293614511136,7.727080405709621,,0.0,,,65.9,33.90546282245827,33.90546282245827,20.725037936267068,1.519719123861751,0.0,118189.76000000001,0.02294953471434412,9.205887388560665,108716.4,603980.0,679477.5,836279.9999999999,40.167939469433115,45.18893190311225,0.13830820373007202,0.046290453237377883
F160,transporte,Cochabamba,M,False,False,ninguno,1343.48,1343.48,0.0,0.0,0.0,1343.48,0.0,0.0,0.0,181.16,181.16,912.84,125.55,1219.55,0.0,1162.32,123.93,1038.39,89.3,1162.32,0.0,0.0,103.41,263.1,True,0,0,69860.96,60440.64,6444.36,,100.0,86.5,9.2,0.0,67.9,19.4,2.22,0.163,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,69860.96,0.0,69860.96,0.0,0.0,0.0,9420.32,9420.32,47467.68,6528.599999999999,63416.6,0.0,60440.64,6444.360000000001,53996.280000000006,60440.64,5377.32,32642.43,0.0,0.0,0.0,611.3,0.0,ninguno,0.0,9,50,16.33,55.9,0.0,0,611.3,32642.43,33253.73,58757.399999999994,0.0,611.3,0.0,0.0,0.0,611.3,217586.304,1.0,1287.87,0.9586074969482239,0.8651561616101467,0.09224551165629559,98.8723049239326,10.542057909373469,98.8723049239326,10.542057909373469,98.8723049239326,10.542057909373469,0.0,0.0,1.0,,,0.4550123559710602,,,114.28261082938003,,0.0,,,55.9,24.033631484794277,24.033631484794277,2.2169946332737034,0.16256709165241548,0.0,66969.23999999999,0.0,98.87230492393262,53912.04,299511.3333333334,336950.25,414708.0,489.95801297780696,551.2027646000328,0.011338840080991184,0.07697174502039479
F161,transporte,Tarija,M,False,True,prestamista_informal,896.32,896.32,0.0,0.0,0.0,896.32,0.0,22.68,12.43,0.0,35.11,844.68,246.49,1126.28,53.86,807.35,-283.82,1091.17,135.2,807.35,0.0,101.59,85.39,0.0,True,0,0,46608.64,41982.2,-14758.64,,100.0,90.1,-31.7,6.0,94.2,-22.4,-4.6,-0.337,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,46608.64,0.0,46608.64,0.0,1179.36,646.36,0.0,1825.72,43923.36,12817.48,58566.56,2800.72,41982.200000000004,-14758.64,56740.840000000004,41982.200000000004,4440.28,64087.08,0.0,0.0,0.0,1655.7,3589.54,prestamista_informal,0.065,15,23,13.69,61.7,0.0,0,1655.7,64087.08,65742.78,192262.19999999998,0.0,1655.7,0.0,3589.54,3589.54,1.0,251893.20000000007,1.0,1107.7,1.235830953230989,0.9007385755087468,-0.3166503034630489,25.356163556199796,-8.913837047774354,41982.200000000004,-14758.64,41982.200000000004,-14758.64,2.1679893700549617,3589.54,1655.7,,,1.8472197429489468,20.566282955811364,12.673364271638178,28.150413722292686,,0.0,,,61.7,14.527066450567261,14.527066450567261,-4.6,-0.33730736663844196,1.1290962415451387,57600.4,0.06231797001409712,41982.2,29164.720000000005,162026.22222222225,182279.50000000003,224344.00000000003,97.85964982920954,110.09210605786073,0.0567706461779849,0.0952673152445555
F162,transporte,Cochabamba,M,False,True,proveedor,2186.5,2186.5,0.0,0.0,0.0,2186.5,0.0,35.26,38.2,0.0,73.46,1017.24,223.47,1314.17,15.4,2097.64,856.93,1240.71,59.1,2097.64,529.14,45.57,197.97,0.0,False,78000,49700,113698.0,109077.28,44560.36,1.458,100.0,95.9,39.2,0.7,46.5,73.9,15.25,1.118,I_Viable,False,78000,49700,29150,24200,0,2450,1850,650,0,0,0,113698.0,0.0,113698.0,0.0,1833.52,1986.4,0.0,3819.9199999999996,52896.48,11620.44,68336.84,800.8000000000001,109077.28,44560.36,64516.92,109077.28,10294.44,58102.64,0.0,0.0,0.0,2200.36,1907.07,proveedor,0.035,8,63,18.1,56.2,0.0,0,2200.36,58102.64,60303.0,92963.52,0.0,2200.36,0.0,1907.07,1907.07,293.2900000000002,349047.29600000003,1.0,2336.5099999999998,1.0686073633661102,0.9593597072947633,0.39191859135604845,49.57246995946117,20.251395226235704,371.90930478366096,151.93276279450365,371.90930478366096,151.93276279450365,0.8667081750259048,6.502335572300449,7.502335572300449,,,1.0063388977818433,151.72142857142856,101.6177286766669,51.67245359850206,,0.0,,,56.2,38.905693950177934,38.905693950177934,15.247864768683272,1.1180906765181806,0.5110686573463601,121498.51999999999,0.015696240579720643,371.90930478366096,97456.84,541426.8888888889,609105.25,749668.0,246.0628664804345,276.82072479048884,0.022577789306527898,0.09054196203978962
F163,transporte,Cochabamba,M,False,True,prestamista_informal,1297.38,1297.38,0.0,0.0,0.0,1297.38,0.0,28.54,15.22,0.0,43.76,807.42,97.66,948.84,852.1,401.52,-503.56,905.08,225.4,401.52,0.0,1123.14,241.11,0.0,True,0,0,67463.76,20879.04,-26185.12,,100.0,30.9,-38.8,65.7,62.2,-97.0,-8.08,-0.593,IV_Riesgo_critico,True,0,0,0,0,0,0,0,0,0,0,0,67463.76000000001,0.0,67463.76000000001,0.0,1484.08,791.44,0.0,2275.52,41985.84,5078.32,49339.68,44309.200000000004,20879.04,-26185.12,47064.16,20879.04,12537.720000000001,25391.49,0.0,0.0,0.0,1608.71,29335.78,prestamista_informal,0.1258,3,45,12.96,62.3,0.0,0,1608.71,25391.49,27000.2,15234.96,10156.530000000002,11765.240000000002,0.0,29335.78,29335.78,1.0,25054.848,1.0,1351.28,1.0415452681558217,0.30948527031401746,-0.38813608965761764,1.7746378314424522,-2.2256341562093076,20879.04,-26185.12,20879.04,-26185.12,2.4934280983643338,29335.78,11765.240000000002,,,1.2399682436911312,1.5858232601807298,0.43070774524821137,5.734159269169179,,0.0,,,62.3,20.8247191011236,20.8247191011236,-8.08282504012841,-0.5926948759315159,3.14509923243065,70266.56,0.4174927590022907,20879.04,15800.720000000001,87781.77777777778,98754.5,121544.0,7.461112376609212,8.393751423685364,0.7446015118298407,0.18584377745918698
F164,transporte,Santa Cruz,M,True,False,ninguno,1241.49,1241.49,0.0,0.0,0.0,1241.49,0.0,0.0,0.0,0.0,0.0,1003.86,89.51,1093.37,0.0,1241.49,148.12,1093.37,88.1,1241.49,0.0,0.0,152.24,0.0,False,52000,29850,64557.48,64557.48,7702.24,1.241,100.0,100.0,11.9,0.0,80.9,31.3,2.4,0.176,I_Viable,False,52000,29850,21300,16750,0,1600,1250,300,0,0,1400,64557.48,0.0,64557.48,0.0,0.0,0.0,0.0,0.0,52200.72,4654.52,56855.23999999999,0.0,64557.48,7702.24,56855.23999999999,64557.48,7916.4800000000005,23272.78,0.0,0.0,0.0,1374.03,0.0,ninguno,0.0,1,24,16.27,61.7,0.0,0,1374.03,23272.78,24646.809999999998,4654.52,18618.26,19992.289999999997,0.0,0.0,0.0,19992.289999999997,25822.992000000002,1.0,1331.0,1.072098848963745,1.0,0.11930825056987975,3.2291188253071565,0.3852605179296619,3.2291188253071565,0.3852605179296619,3.2291188253071565,0.3852605179296619,0.0,0.0,1.0,,,1.1067588140057512,,,3.2291188253071565,,0.0,,,61.7,20.121393841166935,20.121393841166935,2.4006482982171797,0.17603399036884654,0.0,69212.0,0.0,3.2291188253071565,59902.96000000001,332794.22222222225,374393.50000000006,460792.00000000006,16.64612819352972,18.726894217720936,0.33374460961528435,0.1226268435508945
F165,transporte,La Paz,M,True,True,familiar,1694.42,1694.42,0.0,0.0,0.0,1694.42,0.0,36.09,0.0,246.11,282.2,1042.5,137.5,1462.2,0.0,1412.22,232.22,1180.0,83.6,1412.22,0.0,92.08,132.43,0.0,True,0,0,88109.84,73435.44,12075.44,,100.0,83.3,13.7,0.0,61.5,31.4,3.91,0.287,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,88109.84,0.0,88109.84,0.0,1876.6800000000003,0.0,12797.720000000001,14674.4,54210.0,7150.0,76034.40000000001,0.0,73435.44,12075.44,61360.0,73435.44,6886.360000000001,35751.11,0.0,0.0,0.0,2646.41,4784.43,familiar,0.0,1,51,17.55,59.4,0.0,0,2646.41,35751.11,38397.520000000004,7150.0,28601.11,31247.52,0.0,4784.43,4784.43,26463.09,29374.176000000003,1.0,1549.72,0.914602046718051,0.8334533350645058,0.13704984596499095,2.350120585569671,0.38644474825522157,2.775013802243049,0.4563125470230423,2.775013802243049,0.4563125470230423,0.15311391111998648,0.18079634691186858,1.1807963469118685,,,1.5618382691422432,,107.441864548128,2.8197386544596177,,0.0,,,59.4,28.52558922558923,28.52558922558923,3.9094276094276097,0.28666928956514054,0.0,80585.44,0.05937089876285344,2.7750138022430484,66285.44,368252.4444444445,414284.0,509888.0,11.785013480892067,13.258140166003574,0.47140850238000986,0.07815653734021082
F166,transporte,Cochabamba,M,False,True,prestamista_informal,1299.88,1299.88,0.0,0.0,0.0,1299.88,0.0,0.0,22.52,0.0,22.52,812.34,614.63,1449.49,53.25,1224.11,-202.86,1426.97,116.6,1224.11,0.0,74.71,83.39,0.0,True,0,0,67593.76,63653.72,-10548.72,,100.0,94.2,-15.6,4.1,62.5,-6.6,-3.69,-0.27,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,67593.76000000001,0.0,67593.76000000001,0.0,0.0,1171.04,0.0,1171.04,42241.68,31960.76,75373.48,2769.0,63653.719999999994,-10548.720000000001,74202.44,63653.719999999994,4336.28,159804.06,0.0,0.0,0.0,815.21,2104.73,prestamista_informal,0.1095,2,30,14.77,55.0,0.0,0,815.21,159804.06,160619.27,63921.52,95882.54000000001,96697.75000000001,0.0,2104.73,2104.73,94593.02000000002,50922.975999999995,1.0,1891.9899999999998,1.4555112779641195,0.9417100040003691,-0.15606055943625566,0.6582750891308224,-0.10908961170244395,0.6729219555523228,-0.11151689627839347,0.6729219555523228,-0.11151689627839347,0.021766070048165543,0.0222503732304984,1.0222503732304984,,,0.6271425054620426,35.53032863849765,20.75919127185757,0.6990210216887156,,0.0,,,55.0,23.63418181818182,23.63418181818182,-3.6883636363636367,-0.2704591794319144,2.479586833339912,98383.47999999998,0.02139312413018934,0.6729219555523228,31692.959999999995,176071.99999999997,198080.99999999997,243791.99999999997,1.8208489856278967,2.0484551088313836,3.0510797981633786,0.06415207557620702
F167,transporte,Santa Cruz,M,True,True,prestamista_informal,1122.33,1122.33,0.0,0.0,0.0,1122.33,0.0,0.0,27.16,0.0,27.16,820.2,414.32,1261.68,427.64,667.53,-566.99,1234.52,184.9,667.53,1116.81,569.86,148.84,0.0,False,67600,48800,58361.16,34711.56,-29483.48,0.863,100.0,59.5,-50.5,38.1,73.1,-27.1,-10.4,-0.763,IV_Riesgo_critico,False,67600,48800,21700,18000,0,0,1350,400,0,450,1500,58361.159999999996,0.0,58361.159999999996,0.0,0.0,1412.32,0.0,1412.32,42650.4,21544.64,65607.36,22237.28,34711.56,-29483.48,64195.04,34711.56,7739.68,107722.05,0.0,0.0,0.0,1200.63,15100.55,prestamista_informal,0.1226,5,37,15.05,54.5,0.0,0,1200.63,107722.05,108922.68000000001,107723.2,0.0,1200.63,0.0,15100.55,15100.55,1.0,69423.12,1.0,1509.49,1.34496092949489,0.5947715912432172,-0.5051900956046796,28.911121661127904,-24.55667441260005,34711.56,-29483.48,34711.56,-29483.48,12.577188642629284,15100.55,1200.63,,,1.0697655769693408,3.5298147974932186,1.4241720566185747,48.60878039029509,,0.0,,,54.5,20.59321100917431,20.59321100917431,-10.40348623853211,-0.762863597169247,3.0059032365107363,78493.48,0.19237967280849314,34711.56,13166.919999999998,73149.55555555555,82293.24999999999,101283.99999999999,60.92597682512976,68.54172392827097,0.09118533415559602,0.13261696648935697
F168,transporte,La Paz,M,False,True,prestamista_informal,849.59,849.59,0.0,0.0,0.0,849.59,0.0,0.0,0.0,0.0,0.0,1222.02,164.71,1386.73,73.57,776.02,-610.71,1386.73,178.7,776.02,0.0,127.24,105.97,0.0,True,0,0,44178.68,40353.04,-31756.92,,100.0,91.3,-71.9,8.7,143.8,-73.4,-8.85,-0.649,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,44178.68,0.0,44178.68,0.0,0.0,0.0,0.0,0.0,63545.04,8564.92,72109.96,3825.6399999999994,40353.04,-31756.920000000002,72109.96,40353.04,5510.44,42824.05,0.0,0.0,0.0,417.04,4271.22,prestamista_informal,0.0746,10,55,17.71,69.0,0.0,0,417.04,42824.05,43241.090000000004,85649.2,0.0,417.04,0.0,4271.22,4271.22,1.0,161412.16000000003,1.0,1014.3,1.19386998434539,0.9134052896102826,-0.7188290822632093,96.76059850374065,-76.14837905236908,40353.04,-31756.920000000002,40353.04,-31756.920000000002,10.241751390753885,4271.22,417.04,,,0.4908720677032451,13.78686964795433,9.101292148452615,105.93391521197007,,0.0,,,69.0,12.312898550724638,12.312898550724638,-8.850869565217392,-0.6490138055443067,1.3711664136869879,52743.6,0.08098082042181422,40353.04,31788.120000000003,176600.6666666667,198675.75,244524.0,423.46217788861185,476.39495012468825,0.01311936660614091,0.12473075248060829
F169,transporte,Cochabamba,M,True,True,IFD/cooperativa,1368.76,1368.76,0.0,0.0,0.0,1368.76,0.0,22.44,12.18,158.26,192.88,805.38,41.72,1039.98,10.64,1165.24,318.14,847.1,72.7,1165.24,0.0,55.17,42.15,0.0,True,0,0,71175.52,60592.48,16543.28,,100.0,85.1,23.2,0.8,58.8,142.4,5.39,0.395,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,71175.52,0.0,71175.52,0.0,1166.88,633.36,8229.52,10029.76,41879.76,2169.44,54078.96,553.28,60592.48,16543.28,44049.200000000004,60592.48,2191.7999999999997,10848.0,0.0,0.0,0.0,769.37,2557.34,IFD/cooperativa,0.018,2,47,13.84,53.6,5.4,1,769.37,10848.0,11617.37,4338.88,6509.12,7278.49,0.0,2557.34,2557.34,4721.15,48473.984000000004,1.0,1217.6000000000001,0.8895642771559661,0.8513106753557965,0.23242935211432245,8.324869581465387,2.2729000108538995,12.834262838503333,3.5040784554610633,12.834262838503333,3.5040784554610633,0.35135584441278345,0.5416773455619924,1.5416773455619923,,,0.5620926970396564,114.43609022556392,66.02503825755653,9.77888545563709,,0.0,,,59.0,23.199322033898305,23.199322033898305,5.392203389830509,0.3953978099570889,0.2387205315755283,63315.200000000004,0.040390617103002124,12.834262838503333,58423.04,324572.44444444444,365144.0,449408.0,44.593376434458854,50.167548488766215,0.12458252771509322,0.030794295566790374
F170,transporte,La Paz,M,False,False,ninguno,3339.92,3339.92,0.0,0.0,0.0,3339.92,0.0,59.47,92.55,0.0,152.02,774.72,30.32,957.06,0.0,3187.9,2382.86,805.04,25.3,3187.9,0.0,0.0,433.16,0.0,True,0,0,173675.84,165770.8,123908.72,,100.0,95.4,71.3,0.0,23.2,1376.9,44.05,3.23,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,173675.84,0.0,173675.84,0.0,3092.44,4812.599999999999,0.0,7905.040000000001,40285.44,1576.64,49767.119999999995,0.0,165770.80000000002,123908.72,41862.08,165770.80000000002,22524.32,7882.9,0.0,0.0,0.0,1116.53,0.0,ninguno,0.0,1,19,14.32,54.1,0.0,0,1116.53,7882.9,8999.43,1576.64,6306.259999999999,7422.789999999999,0.0,0.0,0.0,7422.789999999999,66308.32,1.0,3218.2200000000003,0.9635620014850655,0.9544839397350835,0.7134482263048217,22.332680838337073,16.693011657341785,22.332680838337073,16.693011657341785,22.332680838337073,16.693011657341785,0.0,0.0,1.0,,,0.3342984263096122,,,23.397649670811113,,0.0,,,54.1,61.73604436229205,61.73604436229205,44.04547134935305,3.2297525985215696,0.0,167347.44,0.0,22.33268083833707,164194.16,912189.7777777779,1026213.5,1263032.0,122.89041961011668,138.25172206138126,0.045207393490730725,0.129691729143213
F171,transporte,Santa Cruz,M,False,False,ninguno,1165.57,1165.57,0.0,0.0,0.0,1165.57,0.0,0.0,43.17,0.0,43.17,987.0,270.98,1301.15,0.0,1122.4,-135.58,1257.98,112.1,1122.4,0.0,0.0,206.93,0.0,False,62400,39100,60609.64,58364.8,-7050.16,0.971,100.0,96.3,-11.6,0.0,84.7,-9.7,-2.22,-0.163,II_Precaria,False,62400,39100,18600,14800,0,2150,1350,300,0,0,0,60609.64,0.0,60609.64,0.0,0.0,2244.84,0.0,2244.84,51324.0,14090.960000000001,67659.8,0.0,58364.8,-7050.160000000001,65414.96,58364.8,10760.36,70454.67,0.0,0.0,0.0,1861.65,0.0,ninguno,0.0,1,37,16.18,61.0,0.0,0,1861.65,70454.67,72316.31999999999,14090.960000000001,56363.71,58225.36,0.0,0.0,0.0,58225.36,23345.920000000002,1.0,1393.38,1.1954494367562654,0.9629623274449413,-0.11632077009531819,1.002394832767028,-0.12108400875494803,1.002394832767028,-0.12108400875494803,1.002394832767028,-0.12108400875494803,0.0,0.0,1.0,,,1.59720136928713,,,1.0409491671670215,,0.0,,,61.0,19.107704918032788,19.107704918032788,-2.222622950819672,-0.16297980316764063,0.0,72455.76000000001,0.0,1.0023948327670282,44273.840000000004,245965.7777777778,276711.5,340568.0,4.224375388624095,4.752422312202106,1.3151188150835798,0.17753545475604213
F172,transporte,La Paz,M,False,True,prestamista_informal,1660.63,1660.63,0.0,0.0,0.0,1660.63,0.0,42.45,66.15,286.49,395.09,883.68,234.04,1512.81,65.5,1200.04,82.32,1117.72,93.1,1200.04,0.0,93.62,285.51,0.0,False,93600,59700,86352.76,62402.08,4280.64,0.923,100.0,72.3,5.0,3.9,53.2,6.9,1.35,0.099,I_Viable,False,93600,59700,33350,23900,0,3100,2250,350,3750,0,0,86352.76000000001,0.0,86352.76000000001,0.0,2207.4,3439.8,14897.48,20544.68,45951.36,12170.08,78666.12,3406.0,62402.08,4280.639999999999,58121.44,62402.08,14846.52,60849.5,0.0,0.0,0.0,1227.5,2690.21,prestamista_informal,0.1054,6,32,14.51,60.9,0.0,0,1227.5,60849.5,62077.0,73020.48,0.0,1227.5,0.0,2690.21,2690.21,1.0,149764.992,1.0,1499.58,0.9030187338540192,0.7226414071767943,0.049571548147389836,50.8367250509165,3.4872830957230136,62402.08,4280.639999999999,62402.08,4280.639999999999,2.1916171079429736,2690.21,1227.5,,,0.7391773001812565,22.89435114503817,16.478436198021814,70.34848065173117,,0.0,,,60.9,27.268144499178984,27.268144499178984,1.3517241379310343,0.09911880638850767,2.328384745845178,77978.16,0.03449953166373764,62402.079999999994,50232.0,279066.6666666667,313950.0,386400.0,227.34555329260016,255.76374745417516,0.024436614110527156,0.17192872584501062
F173,transporte,La Paz,M,False,False,ninguno,653.33,653.33,0.0,0.0,0.0,653.33,0.0,12.73,0.0,0.0,12.73,667.5,119.91,800.14,0.0,640.6,-146.81,787.41,122.9,640.6,0.0,0.0,13.38,0.0,False,26000,15650,33973.16,33311.2,-7634.12,1.307,100.0,98.1,-22.5,0.0,102.2,-24.3,-2.79,-0.205,II_Precaria,False,26000,15650,9400,8650,0,0,550,200,0,0,0,33973.16,0.0,33973.16,0.0,661.96,0.0,0.0,661.96,34710.0,6235.32,41607.28,0.0,33311.200000000004,-7634.12,40945.32,33311.200000000004,695.76,31176.41,0.0,0.0,0.0,235.18,0.0,ninguno,0.0,5,28,12.69,52.6,0.0,0,235.18,31176.41,31411.59,31176.6,0.0,235.18,0.0,0.0,0.0,235.18,66622.40000000001,1.0,760.51,1.1640518574074357,0.9805152067102383,-0.22471033015474567,141.64129602857386,-32.460753465430734,141.64129602857386,-32.460753465430734,141.64129602857386,-32.460753465430734,0.0,0.0,1.0,,,0.35997122434298134,,,144.45599115571054,,0.0,,,52.6,12.420722433460076,12.420722433460076,-2.79106463878327,-0.20466231813601282,0.0,39546.52,0.0,141.64129602857386,27075.880000000005,150421.5555555556,169224.25000000003,208276.00000000003,639.6018179928378,719.5520452419424,0.008685959606853035,0.02047969632498125
F174,transporte,La Paz,M,False,True,IFD/cooperativa,2382.39,2382.39,0.0,0.0,0.0,2382.39,0.0,39.99,0.0,0.0,39.99,850.62,150.0,1040.61,14.25,2328.15,1327.53,1000.62,43.0,2328.15,1166.42,67.25,217.03,0.0,True,0,0,123884.28,121063.8,69031.56,,100.0,97.7,55.7,0.6,35.7,174.1,21.94,1.609,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,123884.28,0.0,123884.28,0.0,2079.48,0.0,0.0,2079.48,44232.24,7800.0,54111.719999999994,741.0,121063.8,69031.56,52032.24,121063.8,11285.56,39000.19,0.0,0.0,0.0,657.04,3078.71,IFD/cooperativa,0.02,14,28,14.06,60.5,0.0,0,657.04,39000.19,39657.23,109200.0,0.0,657.04,0.0,3078.71,3078.71,1.0,677957.28,1.0,2492.4,1.0461763187387456,0.9772329467467544,0.5572261468525305,184.25636186533546,105.06447096067211,121063.8,69031.56,121063.8,69031.56,4.685726896383782,3078.71,657.04,,,0.2757902778302461,174.90526315789475,102.70906253282959,188.54906854985998,,0.0,,,60.5,39.37834710743802,39.37834710743802,21.942644628099174,1.609003407953758,0.2682417945625455,129604.8,0.023754598595113762,121063.8,113263.8,629243.3333333334,707898.75,871260.0,957.6941028450831,1077.4058657007183,0.005800970830927445,0.09109759527197478
