firm_id,sector,city,gender,is_poor,has_debt_true,debt_type_x,typology,years_operating,age,n_family_workers,owner_hours_weekly,family_hours_weekly,total_hours_weekly,total_revenue_diary,cogs,gross_profit,labor_imputed,depreciation_imputed,interest_paid,net_income_conventional,net_income_adjusted,accounting_gap_bs,accounting_gap_pct,cash_flow_operating,household_draws,extraction_rate,total_assets_net,book_equity,total_liab,roa_conventional,roa_adjusted,roe_conventional,roe_adjusted,earnings_per_bv_conv,earnings_per_bv_adj,asset_turnover,gross_margin_pct,net_margin_conventional_pct,net_margin_adjusted_pct,interest_burden_pct,labor_imputed_pct_gross_profit,tobin_q_g0,fcf_annual,pv_going_concern_g0,hourly_return_adjusted_bs,mw_multiple,eh_yi_net_annual,diary_yi_net_adj_annualized,ratio_diary_eh_income,effective_annual_rate,debt_amount,autoconsumo_imputed,net_income_per_hour_adj,net_income_post_iva,sector_en
F056,comercio,La Paz,F,True,True,IFD/cooperativa,II_Precaria,1,21,2,51.2,50.3,101.5,2807.05,517.01,2290.04,1721.28,278.37,17.38,1995.94,-3.71,1999.65,100.2,2197.92,123.11,0.04,62696.65,58741.61,3955.04,1.66,-0.0,1.77,-0.0,1.77,-0.0,2.33,81.6,71.1,-0.1,0.6,75.2,8.84,99816.6,554536.67,-0.04,-0.0,35300,-193.05,1.56,0.29,3538.66,55.5,-0.04,-368.63,Commerce
F057,comercio,La Paz,M,False,False,ninguno,II_Precaria,19,51,2,55.0,69.0,124.0,1214.86,228.29,986.57,1550.16,174.83,0.0,820.69,-904.3,1724.99,210.2,610.99,133.14,0.11,1883.6,1749.39,134.21,22.66,-24.96,24.39,-26.88,24.39,-26.88,33.54,81.2,67.6,-74.4,0.0,157.1,66.89,22680.32,126001.78,-7.29,-0.53,15250,-47023.76,1.22,0.0,0.0,26.02,-7.29,-1062.23,Commerce
F058,comercio,La Paz,F,False,False,ninguno,I_Viable,7,48,0,54.8,0.0,54.8,4749.25,221.21,4528.04,688.86,516.3,0.0,3886.59,2681.43,1205.16,31.0,3969.27,381.79,0.08,8741.49,8487.53,253.96,23.12,15.95,23.81,16.43,23.81,16.43,28.25,95.3,81.8,56.5,0.0,15.2,114.11,179554.44,997524.67,48.93,3.59,71750,139434.23,1.36,0.0,0.0,89.74,48.93,2064.03,Commerce
F059,comercio,Cochabamba,M,False,True,familiar,II_Precaria,12,53,0,61.0,0.0,61.0,1025.63,158.67,866.96,1127.28,65.54,0.0,755.64,-437.18,1192.82,157.9,519.82,56.64,0.06,1077.12,1.0,3991.75,36.48,-21.11,39293.28,-22733.36,39293.28,-22733.36,49.51,84.5,73.7,-42.6,0.0,130.0,121.84,23622.56,131236.44,-7.17,-0.53,14350,-22733.33,1.03,0.0,3889.35,17.81,-7.17,-570.51,Commerce
F060,comercio,Santa Cruz,M,False,False,ninguno,II_Precaria,5,40,1,61.2,36.5,97.7,1367.01,201.18,1165.83,1291.14,172.83,0.0,1012.07,-451.9,1463.97,144.7,1091.5,98.23,0.07,2029.55,1946.1,83.45,25.93,-11.58,27.04,-12.07,27.04,-12.07,35.02,85.3,74.0,-33.1,0.0,110.7,130.76,47770.84,265393.56,-4.63,-0.34,12300,-23498.7,1.24,0.0,0.0,34.02,-4.63,-629.61,Commerce
F061,comercio,La Paz,M,False,True,prestamista_informal,IV_Riesgo_critico,2,28,1,48.2,30.4,78.6,842.84,254.75,588.09,977.34,115.16,84.42,336.07,-756.43,1092.5,325.1,630.22,48.14,0.06,20070.64,15310.45,4760.19,0.87,-1.96,1.14,-2.57,1.14,-2.57,2.18,69.8,39.9,-89.7,10.0,166.2,7.41,26783.12,148795.11,-9.62,-0.71,12450,-39334.54,1.05,1.48,4647.26,6.15,-9.62,-866.0,Commerce
F062,comercio,Santa Cruz,M,True,True,prestamista_informal,I_Viable,8,52,0,61.9,0.0,61.9,2288.52,261.97,2026.55,904.38,301.12,62.76,1777.19,571.69,1205.5,67.8,1972.96,257.06,0.11,4600.27,629.81,3970.46,20.09,6.46,146.73,47.2,146.73,47.2,25.87,88.6,77.7,25.0,2.7,44.6,104.99,86935.68,482976.0,9.24,0.68,40150,29727.88,1.14,1.62,3249.46,63.57,9.24,274.18,Commerce
F063,comercio,Cochabamba,M,False,True,IFD/cooperativa,I_Viable,9,47,1,48.8,27.4,76.2,3012.01,1010.52,2001.49,991.92,205.86,31.31,1811.88,614.1,1197.78,66.1,2173.54,360.11,0.12,4274.65,1.0,6458.51,22.04,7.47,94217.76,31933.2,94217.76,31933.2,36.64,66.5,60.2,20.4,1.0,49.6,132.98,102319.36,568440.89,8.06,0.59,39800,31933.07,1.58,0.3,6218.75,48.24,8.06,222.54,Commerce
F064,comercio,Tarija,M,False,False,ninguno,I_Viable,1,61,0,50.2,0.0,50.2,2207.22,318.94,1888.28,592.38,225.88,0.0,1695.78,877.52,818.26,48.3,2165.85,97.14,0.04,50590.89,50583.18,7.71,1.74,0.9,1.74,0.9,1.74,0.9,2.27,85.6,76.8,39.8,0.0,31.4,11.08,100878.44,560435.78,17.48,1.28,0,45631.2,,0.0,0.0,35.47,17.48,590.58,Commerce
F065,comercio,La Paz,F,False,False,ninguno,II_Precaria,1,45,4,51.0,139.2,190.2,1446.47,464.5,981.97,2964.84,131.98,0.0,884.67,-2212.15,3096.82,350.1,1058.29,233.4,0.16,30493.0,30292.23,200.77,1.51,-3.77,1.52,-3.8,1.52,-3.8,2.47,67.9,61.2,-152.9,0.0,301.9,8.78,48168.12,267600.67,-11.63,-0.85,22200,-115031.77,1.45,0.0,0.0,19.44,-11.63,-2400.19,Commerce
F066,comercio,Cochabamba,F,False,True,IFD/cooperativa,II_Precaria,1,41,2,55.1,76.9,132.0,1993.49,673.23,1320.26,2087.7,179.13,23.64,1087.76,-1179.07,2266.83,208.4,1228.39,91.47,0.05,42095.35,36336.04,5759.31,1.34,-1.46,1.56,-1.69,1.56,-1.69,2.46,66.2,54.6,-59.1,1.2,158.1,7.2,54561.52,303119.56,-8.93,-0.65,13200,-61311.41,1.17,0.25,5526.43,67.48,-8.93,-1438.22,Commerce
F067,comercio,Santa Cruz,F,False,True,familiar,II_Precaria,1,43,3,47.7,87.4,135.1,1914.52,409.44,1505.08,1746.9,235.78,0.0,1156.9,-825.78,1982.68,171.4,1148.35,181.55,0.09,54732.72,37903.56,16829.16,1.1,-0.78,1.59,-1.13,1.59,-1.13,1.82,78.6,60.4,-43.1,0.0,116.1,4.82,47453.64,263631.33,-6.11,-0.45,32700,-42940.38,1.13,0.0,16712.44,18.29,-6.11,-1074.67,Commerce
F068,comercio,La Paz,F,True,True,prestamista_informal,II_Precaria,3,29,3,61.6,86.2,147.8,2674.04,146.72,2527.32,2241.54,115.91,90.67,2356.85,-0.6,2357.45,100.0,2571.98,143.06,0.05,15862.91,12050.62,3812.29,7.73,-0.0,10.17,-0.0,10.17,-0.0,8.77,94.5,88.1,-0.0,3.4,88.7,44.73,127715.64,709531.33,-0.0,-0.0,16900,-31.12,1.67,2.45,3609.88,65.78,-0.0,-348.23,Commerce
F069,comercio,La Paz,F,False,False,ninguno,I_Viable,3,44,0,58.3,0.0,58.3,1141.56,90.69,1050.87,775.38,80.31,0.0,960.8,105.11,855.69,89.1,919.83,75.82,0.07,10741.79,10708.2,33.59,4.65,0.51,4.67,0.51,4.67,0.51,5.53,92.1,84.2,9.2,0.0,73.8,22.58,43655.04,242528.0,1.8,0.13,0,5465.9,,0.0,0.0,33.1,1.8,-43.29,Commerce
F070,comercio,Santa Cruz,F,False,True,prestamista_informal,I_Viable,1,32,1,60.4,27.9,88.3,3713.79,976.11,2737.68,1042.2,517.89,53.61,2462.16,902.07,1560.09,63.4,2370.61,560.09,0.15,113988.38,111306.34,2682.04,1.12,0.41,1.15,0.42,1.15,0.42,1.69,73.7,66.3,24.3,1.4,38.1,4.7,96341.44,535230.22,10.22,0.75,39900,46907.41,1.24,2.49,2113.64,27.72,10.22,419.28,Commerce
F071,comercio,Cochabamba,F,False,False,ninguno,I_Viable,15,45,1,50.6,36.5,87.1,5925.23,395.21,5530.02,1448.82,625.6,0.0,5253.04,3178.62,2074.42,39.5,4228.97,1022.42,0.17,6267.87,6175.86,92.01,43.58,26.37,44.23,26.76,44.23,26.76,49.16,93.3,88.7,53.6,0.0,26.2,166.08,187375.24,1040973.56,36.49,2.68,85350,165288.37,1.18,0.0,0.0,37.28,36.49,2408.34,Commerce
F072,comercio,Santa Cruz,F,False,True,prestamista_informal,I_Viable,5,67,0,59.6,0.0,59.6,1671.9,630.58,1041.32,723.54,169.81,24.58,893.92,0.57,893.35,99.9,478.55,182.86,0.11,2835.83,1721.76,1114.07,16.39,0.01,27.0,0.02,27.0,0.02,30.66,62.3,53.5,0.0,1.5,69.5,31.45,16054.48,89191.56,0.01,0.0,18900,29.59,0.93,2.87,891.4,20.92,0.01,-216.78,Commerce
F073,comercio,Cochabamba,M,False,False,ninguno,II_Precaria,4,26,2,52.7,50.5,103.2,1900.4,635.11,1265.29,1456.38,140.29,0.0,1046.87,-549.8,1596.67,152.5,1460.22,287.85,0.15,12566.44,12198.31,368.13,4.33,-2.28,4.46,-2.34,4.46,-2.34,7.86,66.6,55.1,-28.9,0.0,115.1,30.34,68636.36,381313.11,-5.33,-0.39,0,-28589.68,,0.0,0.0,19.16,-5.33,-796.85,Commerce
F074,comercio,Tarija,F,False,False,ninguno,II_Precaria,1,18,4,51.1,138.4,189.5,1421.8,244.41,1177.39,3217.86,146.03,0.0,1039.43,-2324.46,3363.89,323.6,1211.61,64.77,0.05,32831.17,32508.93,322.24,1.65,-3.68,1.66,-3.72,1.66,-3.72,2.25,82.8,73.1,-163.5,0.0,273.3,9.38,55410.16,307834.22,-12.27,-0.9,27050,-120871.87,1.18,0.0,0.0,13.11,-12.27,-2509.29,Commerce
F075,comercio,La Paz,F,True,False,ninguno,II_Precaria,14,36,1,55.5,29.0,84.5,1789.57,170.88,1618.69,1441.08,61.32,0.0,1492.44,-9.96,1502.4,100.7,1444.74,225.64,0.13,2756.11,2428.73,327.38,28.16,-0.19,31.95,-0.21,31.95,-0.21,33.76,90.5,83.4,-0.6,0.0,89.0,145.01,71937.84,399654.67,-0.12,-0.01,0,-517.69,,0.0,0.0,27.94,-0.12,-242.6,Commerce
F076,comercio,La Paz,F,False,False,ninguno,I_Viable,4,34,0,58.9,0.0,58.9,6962.0,2369.0,4593.0,935.94,215.36,0.0,4210.22,3058.92,1151.3,27.3,3786.82,1190.63,0.17,20315.74,19824.13,491.61,10.78,7.83,11.04,8.02,11.04,8.02,17.82,66.0,60.5,43.9,0.0,20.4,50.79,185715.92,1031755.11,51.93,3.81,94550,159063.79,1.74,0.0,0.0,180.98,51.93,2153.86,Commerce
F077,comercio,Santa Cruz,F,False,False,ninguno,II_Precaria,2,33,0,49.4,0.0,49.4,817.89,307.38,510.51,766.68,42.76,0.0,452.98,-356.46,809.44,178.7,705.24,63.32,0.08,8182.04,8125.42,56.62,2.88,-2.27,2.9,-2.28,2.9,-2.28,5.2,62.4,55.4,-43.6,0.0,150.2,23.39,34448.96,191383.11,-7.22,-0.53,0,-18535.76,,0.0,0.0,12.59,-7.22,-462.79,Commerce
F078,comercio,Santa Cruz,M,False,False,ninguno,II_Precaria,21,41,0,52.0,0.0,52.0,1338.59,495.25,843.34,784.14,248.79,0.0,643.48,-389.45,1032.93,160.5,1080.49,110.66,0.08,3854.35,3596.35,258.0,8.68,-5.25,9.3,-5.63,9.3,-5.63,18.06,63.0,48.1,-29.1,0.0,93.0,62.34,43248.4,240268.89,-7.49,-0.55,0,-20251.53,,0.0,0.0,48.4,-7.49,-563.47,Commerce
F079,comercio,La Paz,F,False,True,IFD/cooperativa,I_Viable,1,32,0,53.4,0.0,53.4,1243.55,77.25,1166.3,852.24,127.21,64.21,994.52,15.07,979.45,98.5,1170.77,118.67,0.1,29428.37,13295.41,16132.96,1.76,0.03,3.89,0.06,3.89,0.06,2.2,93.8,80.0,1.2,5.2,73.1,10.24,54265.12,301472.89,0.28,0.02,24700,783.74,1.13,0.23,15775.71,33.12,0.28,-146.59,Commerce
F080,comercio,Tarija,F,False,True,proveedor,I_Viable,5,38,2,47.9,56.6,104.5,5432.32,576.9,4855.43,1787.7,279.16,134.5,4282.65,2215.79,2066.86,48.3,3995.63,279.13,0.05,7913.11,1.0,15060.72,28.14,14.56,222697.8,115221.08,222697.8,115221.08,35.7,89.4,78.8,40.8,2.5,36.8,135.68,193256.44,1073646.89,21.2,1.55,95000,115220.82,1.21,0.59,14714.81,28.47,21.2,1509.59,Commerce
F081,comercio,La Paz,F,False,True,prestamista_informal,II_Precaria,3,58,3,47.2,86.1,133.3,2297.87,835.86,1462.01,1770.9,293.86,139.64,1127.89,-936.87,2064.76,183.1,1144.45,251.36,0.11,35200.42,26771.63,8428.79,1.67,-1.38,2.19,-1.82,2.19,-1.82,3.39,63.6,49.1,-40.8,6.1,121.1,6.98,44230.68,245726.0,-7.03,-0.52,40500,-48717.03,1.28,1.36,8156.29,19.05,-7.03,-1235.59,Commerce
F082,comercio,Cochabamba,M,False,False,ninguno,II_Precaria,2,18,1,59.0,31.3,90.3,1120.13,161.43,958.7,1260.96,195.66,0.0,809.07,-647.55,1456.62,180.0,676.77,61.73,0.06,33100.67,33003.57,97.1,1.27,-1.02,1.27,-1.02,1.27,-1.02,1.76,85.6,72.2,-57.8,0.0,131.5,4.2,25017.72,138987.33,-7.17,-0.53,23700,-33672.7,0.86,0.0,0.0,14.13,-7.17,-793.17,Commerce
F083,comercio,Santa Cruz,F,False,True,IFD/cooperativa,II_Precaria,1,40,2,60.0,71.2,131.2,1172.07,423.94,748.13,2015.1,90.21,67.59,554.57,-1550.74,2105.31,379.6,1295.6,118.56,0.1,21987.75,6170.52,15817.23,1.31,-3.67,4.67,-13.07,4.67,-13.07,2.77,63.8,47.3,-132.3,5.8,269.4,15.84,62680.28,348223.78,-11.82,-0.87,0,-80638.35,,0.25,15457.82,11.47,-11.82,-1703.11,Commerce
F084,comercio,Tarija,M,True,False,ninguno,II_Precaria,2,18,1,59.0,24.0,83.0,1667.68,695.04,972.63,1347.42,116.82,0.0,871.97,-592.27,1464.24,167.9,752.35,97.59,0.06,20160.17,19898.04,262.13,2.25,-1.53,2.28,-1.55,2.28,-1.55,4.3,58.3,52.3,-35.5,0.0,138.5,9.11,33047.56,183597.56,-7.14,-0.52,10500,-30797.78,1.85,0.0,0.0,31.73,-7.14,-809.07,Commerce
F085,comercio,Cochabamba,F,False,False,ninguno,II_Precaria,8,52,0,59.5,0.0,59.5,1155.58,0.0,1155.58,1078.74,48.27,0.0,1037.88,-89.13,1127.01,108.6,1020.49,121.23,0.1,1958.33,1900.0,58.33,27.56,-2.37,28.41,-2.44,28.41,-2.44,30.68,100.0,89.8,-7.7,0.0,93.4,143.42,50555.44,280863.56,-1.5,-0.11,18550,-4634.76,1.44,0.0,0.0,21.12,-1.5,-239.36,Commerce
F086,comercio,Santa Cruz,M,False,True,prestamista_informal,II_Precaria,5,49,3,57.1,108.1,165.2,636.71,36.39,600.32,1716.3,118.63,37.91,464.66,-1370.27,1834.93,394.9,543.49,51.86,0.08,2598.86,266.32,2332.54,9.3,-27.42,90.73,-267.55,90.73,-267.55,12.74,94.3,73.0,-215.2,6.0,285.9,47.23,22092.72,122737.33,-8.29,-0.61,14850,-71253.96,0.71,1.3,2290.3,34.28,-8.29,-1453.04,Commerce
F087,comercio,Cochabamba,F,False,False,ninguno,II_Precaria,1,28,1,50.6,38.2,88.8,2120.53,1244.37,876.16,1572.48,156.71,0.0,761.71,-967.48,1729.19,227.0,858.75,373.66,0.18,35452.5,35280.69,171.81,1.12,-1.42,1.12,-1.43,1.12,-1.43,3.11,41.3,35.9,-45.6,0.0,179.5,5.72,36506.08,202811.56,-10.9,-0.8,27500,-50309.19,1.52,0.0,0.0,27.1,-10.9,-1243.15,Commerce
F088,comercio,La Paz,F,True,False,ninguno,II_Precaria,2,47,3,51.1,103.4,154.5,2311.16,318.92,1992.24,2037.54,294.21,0.0,1777.49,-554.26,2331.75,131.2,2049.18,149.21,0.06,50233.55,49962.65,270.9,1.84,-0.57,1.85,-0.58,1.85,-0.58,2.39,86.2,76.9,-24.0,0.0,102.3,10.09,91258.44,506991.33,-3.59,-0.26,0,-28821.52,,0.0,0.0,39.08,-3.59,-854.71,Commerce
F089,comercio,Cochabamba,F,False,True,IFD/cooperativa,I_Viable,29,29,0,54.5,0.0,54.5,2449.14,255.22,2193.92,666.54,218.64,14.65,1985.14,1099.96,885.18,44.6,1925.07,172.71,0.07,3611.74,132.65,3479.09,28.58,15.84,778.19,431.19,778.19,431.19,35.26,89.6,81.1,44.9,0.6,30.4,136.49,88734.36,492968.67,20.18,1.48,31650,57197.87,1.53,0.25,3335.93,24.89,20.18,781.57,Commerce
F090,comercio,Santa Cruz,F,False,False,ninguno,I_Viable,3,47,1,55.1,30.6,85.7,3102.62,611.0,2491.62,1331.82,276.09,0.0,2167.3,559.39,1607.91,74.2,3811.68,456.72,0.15,35030.5,34965.9,64.6,3.22,0.83,3.22,0.83,3.22,0.83,4.61,80.3,69.9,18.0,0.0,53.5,29.16,183850.68,1021392.67,6.53,0.48,18400,29088.44,1.24,0.0,0.0,50.86,6.53,156.05,Commerce
F091,manufactura,Santa Cruz,M,True,False,ninguno,I_Viable,6,59,1,47.7,17.4,65.1,2429.37,110.2,2319.17,895.44,18.12,0.0,1966.92,1053.36,913.56,46.4,1654.14,195.63,0.08,3274.6,3268.67,5.93,31.23,16.73,31.29,16.76,31.29,16.76,38.58,95.5,81.0,43.4,0.0,38.6,144.33,85073.04,472628.0,16.18,1.19,53350,54774.59,1.22,0.0,0.0,0.0,16.18,737.54,Manufacturing
F092,manufactura,La Paz,F,False,True,familiar,I_Viable,3,41,3,55.3,45.6,100.9,3024.32,150.53,2873.79,1492.74,12.1,0.0,2752.37,1247.53,1504.84,54.7,2507.3,404.11,0.13,4594.46,1.0,15073.04,31.15,14.12,143123.24,64871.56,143123.24,64871.56,34.23,95.0,91.0,41.3,0.0,51.9,156.89,129750.4,720835.56,12.36,0.91,0,64871.74,,0.0,14645.54,0.0,12.36,854.37,Manufacturing
F093,manufactura,Santa Cruz,F,False,False,ninguno,I_Viable,7,33,2,45.7,45.9,91.6,2447.87,176.25,2271.62,982.68,30.76,0.0,1997.18,983.74,1013.44,50.7,2485.6,217.75,0.09,6454.55,6277.75,176.8,16.09,7.93,16.54,8.15,16.54,8.15,19.72,92.8,81.6,40.2,0.0,43.3,109.87,127651.68,709176.0,10.74,0.79,0,51154.61,,0.0,0.0,0.0,10.74,665.52,Manufacturing
F094,manufactura,Cochabamba,M,True,True,prestamista_informal,I_Viable,3,39,0,49.1,0.0,49.1,4193.73,407.66,3786.07,642.72,39.46,106.45,3195.06,2512.88,682.18,21.4,2439.28,213.99,0.05,14443.27,9601.71,4841.56,11.5,9.05,17.3,13.61,17.3,13.61,15.1,90.3,76.2,59.9,2.5,17.0,48.0,124790.64,693281.33,51.18,3.75,0,130669.76,,2.39,4304.63,0.0,51.18,1967.7,Manufacturing
F095,manufactura,La Paz,F,True,True,familiar,I_Viable,5,21,0,58.0,0.0,58.0,1503.0,0.0,1503.0,940.74,25.62,0.0,1334.78,368.42,966.36,72.4,1482.05,109.07,0.07,3819.32,525.6,3293.72,18.17,5.02,132.06,36.45,132.06,36.45,20.46,100.0,88.8,24.5,0.0,62.6,110.16,75734.36,420746.44,6.35,0.47,36200,19157.84,1.07,0.0,2944.47,0.0,6.35,173.03,Manufacturing
F096,manufactura,La Paz,F,False,True,proveedor,IV_Riesgo_critico,3,49,1,47.4,25.0,72.4,781.84,42.67,739.17,1240.5,20.42,274.77,391.82,-869.1,1260.92,321.8,513.84,60.22,0.08,3776.76,1.0,40403.67,5.39,-11.97,20374.64,-45193.2,20374.64,-45193.2,10.76,94.5,50.1,-111.2,35.1,167.8,37.74,25657.84,142543.56,-12.0,-0.88,13550,-45193.2,1.56,0.42,40346.59,0.0,-12.0,-970.74,Manufacturing
F097,manufactura,La Paz,F,False,True,IFD/cooperativa,I_Viable,6,54,1,46.7,19.5,66.2,1731.92,359.27,1372.65,789.06,16.61,15.37,1255.11,449.44,805.67,64.2,1222.87,127.23,0.07,2935.45,1.0,4131.88,22.23,7.96,65265.72,23370.88,65265.72,23370.88,30.68,79.3,72.5,26.0,0.9,57.5,118.71,62725.52,348475.11,6.79,0.5,0,23370.91,,0.23,3754.84,0.0,6.79,224.29,Manufacturing
F098,manufactura,Santa Cruz,M,False,True,IFD/cooperativa,II_Precaria,2,35,3,45.2,72.9,118.1,740.16,93.31,646.85,1329.9,29.47,40.37,532.91,-826.46,1359.37,255.1,466.86,76.15,0.1,6457.26,1.0,7393.25,4.29,-6.66,27711.32,-42975.92,27711.32,-42975.92,5.96,87.4,72.0,-111.7,5.5,205.6,19.57,22744.28,126357.11,-7.0,-0.51,0,-42976.08,,0.34,7003.51,0.0,-7.0,-922.68,Manufacturing
F099,manufactura,Cochabamba,F,True,False,ninguno,I_Viable,1,43,0,55.0,0.0,55.0,1254.01,282.25,971.76,684.72,13.85,0.0,820.76,122.19,698.57,85.1,816.32,120.16,0.1,4808.91,4462.05,346.86,8.88,1.32,9.57,1.42,9.57,1.42,13.56,77.5,65.5,9.7,0.0,70.5,48.21,41728.44,231824.67,2.22,0.16,23100,6353.83,1.14,0.0,0.0,0.0,2.22,-40.83,Manufacturing
F100,manufactura,La Paz,F,True,False,ninguno,I_Viable,15,55,1,54.3,15.1,69.4,2699.62,152.29,2547.33,817.02,39.96,0.0,2368.54,1511.56,856.98,36.2,2269.31,172.43,0.06,5476.51,5116.09,360.42,22.49,14.35,24.07,15.36,24.07,15.36,25.63,94.4,87.7,56.0,0.0,32.1,117.6,115926.2,644034.44,21.78,1.6,63450,78601.33,1.08,0.0,0.0,0.0,21.78,1160.61,Manufacturing
F101,manufactura,La Paz,M,True,False,ninguno,I_Viable,3,38,0,54.8,0.0,54.8,1817.51,480.87,1336.64,888.3,41.94,0.0,1310.07,379.83,930.24,71.0,1041.67,160.17,0.09,7126.62,7062.95,63.67,9.56,2.77,9.65,2.8,9.65,2.8,13.26,73.5,72.1,20.9,0.0,66.5,40.53,51985.96,288810.89,6.93,0.51,0,19751.13,,0.0,0.0,0.0,6.93,143.55,Manufacturing
F102,manufactura,Cochabamba,F,True,True,prestamista_informal,II_Precaria,10,40,2,57.9,34.5,92.4,1767.52,303.82,1463.7,1300.5,18.45,63.24,1287.24,-31.71,1318.95,102.5,933.68,194.15,0.11,3731.36,833.78,2897.58,17.94,-0.44,80.28,-1.98,80.28,-1.98,24.63,82.8,72.8,-1.8,3.6,88.8,70.86,47591.96,264399.78,-0.34,-0.03,0,-1648.69,,3.34,2103.22,0.0,-0.34,-261.49,Manufacturing
F103,manufactura,Tarija,M,True,False,ninguno,II_Precaria,11,24,3,46.4,67.3,113.7,1085.91,0.0,1085.91,1825.5,12.4,0.0,986.16,-851.74,1837.9,186.4,941.42,198.19,0.18,1772.0,1563.32,208.68,28.94,-24.99,32.8,-28.33,32.8,-28.33,31.87,100.0,90.8,-78.4,0.0,168.1,151.46,48309.04,268383.56,-7.49,-0.55,0,-44290.48,,0.0,0.0,0.0,-7.49,-992.91,Manufacturing
F104,manufactura,Santa Cruz,M,True,True,prestamista_informal,II_Precaria,2,44,2,59.3,28.6,87.9,1066.57,52.96,1013.61,1556.82,25.5,43.08,841.5,-740.82,1582.32,188.0,797.93,156.79,0.15,5791.45,3752.07,2039.38,7.56,-6.65,11.66,-10.27,11.66,-10.27,9.58,95.0,78.9,-69.5,4.0,153.6,38.53,40166.36,223146.44,-8.43,-0.62,29000,-38522.82,1.07,2.09,1889.77,0.0,-8.43,-879.47,Manufacturing
F105,manufactura,Cochabamba,F,True,False,ninguno,I_Viable,5,44,1,47.7,14.3,62.0,1996.7,97.16,1899.54,772.14,12.48,0.0,1488.6,703.98,784.62,52.7,1549.83,74.12,0.04,3872.45,3243.94,628.51,19.99,9.45,23.86,11.28,23.86,11.28,26.81,95.1,74.6,35.3,0.0,40.6,114.69,79942.2,444123.33,11.35,0.83,46450,36607.22,1.11,0.0,0.0,0.0,11.35,444.41,Manufacturing
F106,manufactura,Cochabamba,F,True,False,ninguno,I_Viable,1,18,1,49.2,21.2,70.4,3840.61,450.92,3389.69,906.12,17.25,0.0,3090.05,2166.68,923.37,29.9,3149.74,278.84,0.07,8721.55,8097.77,623.78,18.42,12.92,19.84,13.91,19.84,13.91,22.9,88.3,80.5,56.4,0.0,26.7,103.76,162889.48,904941.56,30.78,2.26,27950,112667.54,1.92,0.0,0.0,0.0,30.78,1667.4,Manufacturing
F107,manufactura,Cochabamba,M,False,False,ninguno,II_Precaria,7,49,2,44.6,30.6,75.2,1079.26,234.43,844.83,1170.0,37.78,0.0,760.9,-446.88,1207.78,158.7,590.53,95.19,0.09,2335.24,2103.29,231.95,16.94,-9.95,18.81,-11.05,18.81,-11.05,24.03,78.3,70.5,-41.4,0.0,138.5,68.38,28743.0,159683.33,-5.94,-0.44,21600,-23237.76,0.98,0.0,0.0,0.0,-5.94,-587.18,Manufacturing
F108,manufactura,Cochabamba,M,True,False,ninguno,II_Precaria,15,61,2,58.6,51.6,110.2,735.59,203.28,532.31,1325.82,30.42,0.0,431.04,-925.2,1356.24,314.6,516.9,53.98,0.07,876.78,862.41,14.37,25.56,-54.87,25.99,-55.79,25.99,-55.79,43.63,72.4,58.6,-125.8,0.0,249.1,160.29,25296.96,140538.67,-8.4,-0.62,0,-48110.27,,0.0,0.0,0.0,-8.4,-1020.83,Manufacturing
F109,manufactura,La Paz,F,False,True,familiar,II_Precaria,1,43,4,44.7,94.0,138.7,1899.43,373.33,1526.1,1819.14,26.83,0.0,1409.86,-436.11,1845.97,130.9,1721.23,191.96,0.1,10534.05,8502.83,2031.22,6.96,-2.15,8.62,-2.67,8.62,-2.67,9.38,80.3,74.2,-23.0,0.0,119.2,46.47,88108.8,489493.33,-3.14,-0.23,49300,-22677.64,1.0,0.0,1574.34,0.0,-3.14,-683.04,Manufacturing
F110,manufactura,Santa Cruz,M,False,False,ninguno,I_Viable,4,50,1,47.5,14.0,61.5,3301.4,396.42,2904.98,1063.86,13.21,0.0,2634.42,1557.35,1077.07,40.9,3046.47,509.21,0.15,7646.89,6937.09,709.8,17.91,10.59,19.75,11.67,19.75,11.67,22.45,88.0,79.8,47.2,0.0,36.6,114.59,157729.52,876275.11,25.32,1.86,56250,80982.04,1.32,0.0,0.0,0.0,25.32,1128.17,Manufacturing
F111,manufactura,Santa Cruz,M,False,True,proveedor,I_Viable,21,47,1,50.1,15.3,65.4,2677.95,238.84,2439.11,768.0,57.46,17.69,2187.96,1362.5,825.46,37.7,2301.47,383.8,0.14,6970.58,3069.07,3901.51,16.32,10.16,37.07,23.09,37.07,23.09,19.98,91.1,81.7,50.9,0.7,31.5,93.0,116688.52,648269.56,20.83,1.53,0,70849.92,,0.32,3288.93,0.0,20.83,1014.37,Manufacturing
F112,manufactura,Santa Cruz,M,True,False,ninguno,I_Viable,3,64,1,47.7,19.8,67.5,2823.57,248.57,2575.0,1230.6,30.08,0.0,2355.73,1095.05,1260.68,53.5,2862.78,323.56,0.11,9148.36,8574.73,573.63,13.39,6.22,14.29,6.64,14.29,6.64,16.05,91.2,83.4,38.8,0.0,47.8,89.45,147300.4,818335.56,16.22,1.19,95000,56942.39,0.81,0.0,0.0,0.0,16.22,727.99,Manufacturing
