tx_id,firm_id,sector,city,gender,is_poor,day_num,day_name,module,category,description,amount_bs,currency,usd_amount,payment_type,is_credit,counterpart,account_db,account_cr,is_imputed,capital_paid,interest_paid,cash_end,inventory_end
TX03299,F060,comercio,Santa Cruz,,,7,Domingo,DIA_INACTIVO,descanso,Día de descanso / feria cerrada,0.0,Bs,0.0,,False,,,,False,,,1836.04,1276.75
TX03300,F061,comercio,La Paz,M,False,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx1,22.08,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1176.47,659.15
TX03301,F061,comercio,La Paz,M,False,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx2,32.03,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1176.47,659.15
TX03302,F061,comercio,La Paz,M,False,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx3,66.1,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1176.47,659.15
TX03303,F061,comercio,La Paz,M,False,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx4,50.18,USD,5.28,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1176.47,659.15
TX03304,F061,comercio,La Paz,M,False,1,Lunes,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,1.07,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,1176.47,659.15
TX03305,F061,comercio,La Paz,M,False,1,Lunes,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,5.69,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1176.47,659.15
TX03306,F061,comercio,La Paz,M,False,1,Lunes,M3_GASTOS_OP,gasto_alquiler,Alquiler puesto / local / feria,65.68,Bs,0.0,efectivo,False,arrendador,6020,1010.0,False,0.0,0.0,1176.47,659.15
TX03307,F061,comercio,La Paz,M,False,1,Lunes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 8.0 hrs × Bs13.2/hr,106.04,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1176.47,659.15
TX03308,F061,comercio,La Paz,M,False,1,Lunes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 5.1 hrs,56.85,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1176.47,659.15
TX03309,F061,comercio,La Paz,M,False,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx1,44.5,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1219.78,705.78
TX03310,F061,comercio,La Paz,M,False,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx2,10.66,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1219.78,705.78
TX03311,F061,comercio,La Paz,M,False,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx3,11.15,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1219.78,705.78
TX03312,F061,comercio,La Paz,M,False,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx4,11.55,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1219.78,705.78
TX03313,F061,comercio,La Paz,M,False,2,Martes,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,1.09,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,1219.78,705.78
TX03314,F061,comercio,La Paz,M,False,2,Martes,M2_COMPRAS,compra_insumos,Compra insumos/mercadería comercio,55.25,Bs,0.0,credito,True,proveedor,1210,2010.0,False,0.0,0.0,1219.78,705.78
TX03315,F061,comercio,La Paz,M,False,2,Martes,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,7.65,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1219.78,705.78
TX03316,F061,comercio,La Paz,M,False,2,Martes,M3_GASTOS_OP,gasto_servicios,Gas / agua / luz / internet,10.39,Bs,0.0,efectivo,False,servicio_basico,6030,1010.0,False,0.0,0.0,1219.78,705.78
TX03317,F061,comercio,La Paz,M,False,2,Martes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 8.0 hrs × Bs13.2/hr,106.04,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1219.78,705.78
TX03318,F061,comercio,La Paz,M,False,2,Martes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 5.1 hrs,56.85,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1219.78,705.78
TX03319,F061,comercio,La Paz,M,False,2,Martes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,16.51,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,1219.78,705.78
TX03320,F061,comercio,La Paz,M,False,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx1,23.29,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1693.12,787.63
TX03321,F061,comercio,La Paz,M,False,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx2,9.69,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1693.12,787.63
TX03322,F061,comercio,La Paz,M,False,3,Miércoles,M1A_VENTAS,venta_credito,Venta comercio día 3 tx3,29.25,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1693.12,787.63
TX03323,F061,comercio,La Paz,M,False,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx4,43.17,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1693.12,787.63
TX03324,F061,comercio,La Paz,M,False,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx6,37.98,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1693.12,787.63
TX03325,F061,comercio,La Paz,M,False,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx7,48.66,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1693.12,787.63
TX03326,F061,comercio,La Paz,M,False,3,Miércoles,M2_COMPRAS,compra_insumos,Compra insumos/mercadería comercio,96.29,USD,10.14,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,1693.12,787.63
TX03327,F061,comercio,La Paz,M,False,3,Miércoles,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,8.51,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1693.12,787.63
TX03328,F061,comercio,La Paz,M,False,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 8.0 hrs × Bs13.2/hr,106.04,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1693.12,787.63
TX03329,F061,comercio,La Paz,M,False,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 5.1 hrs,56.85,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1693.12,787.63
TX03330,F061,comercio,La Paz,M,False,3,Miércoles,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,17.26,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,1693.12,787.63
TX03331,F061,comercio,La Paz,M,False,3,Miércoles,M7_TRANSFERENCIAS,aporte_hogar,Inyección de efectivo del hogar al negocio,432.61,Bs,0.0,efectivo,False,hogar,1010,3040.0,False,0.0,0.0,1693.12,787.63
TX03332,F061,comercio,La Paz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx1,23.54,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1911.48,860.68
TX03333,F061,comercio,La Paz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx2,20.19,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1911.48,860.68
TX03334,F061,comercio,La Paz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx3,11.64,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1911.48,860.68
TX03335,F061,comercio,La Paz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx4,10.82,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1911.48,860.68
TX03336,F061,comercio,La Paz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx5,49.26,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1911.48,860.68
TX03337,F061,comercio,La Paz,M,False,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx8,19.11,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1911.48,860.68
TX03338,F061,comercio,La Paz,M,False,4,Jueves,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,176.35,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,1911.48,860.68
TX03339,F061,comercio,La Paz,M,False,4,Jueves,M2_COMPRAS,compra_insumos,Compra insumos/mercadería comercio,85.94,Bs,0.0,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,1911.48,860.68
TX03340,F061,comercio,La Paz,M,False,4,Jueves,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,6.61,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1911.48,860.68
TX03341,F061,comercio,La Paz,M,False,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 8.0 hrs × Bs13.2/hr,106.04,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1911.48,860.68
TX03342,F061,comercio,La Paz,M,False,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 5.1 hrs,56.85,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1911.48,860.68
TX03343,F061,comercio,La Paz,M,False,5,Viernes,M1A_VENTAS,venta_contado,Venta comercio día 5 tx1,19.9,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1902.53,912.74
TX03344,F061,comercio,La Paz,M,False,5,Viernes,M1A_VENTAS,venta_contado,Venta comercio día 5 tx2,26.26,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1902.53,912.74
TX03345,F061,comercio,La Paz,M,False,5,Viernes,M1A_VENTAS,venta_contado,Venta comercio día 5 tx3,7.27,USD,0.77,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1902.53,912.74
TX03346,F061,comercio,La Paz,M,False,5,Viernes,M1A_VENTAS,venta_credito,Venta comercio día 5 tx4,9.68,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,1902.53,912.74
TX03347,F061,comercio,La Paz,M,False,5,Viernes,M1A_VENTAS,venta_contado,Venta comercio día 5 tx5,34.5,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1902.53,912.74
TX03348,F061,comercio,La Paz,M,False,5,Viernes,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,113.43,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,1902.53,912.74
TX03349,F061,comercio,La Paz,M,False,5,Viernes,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,2.8,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,1902.53,912.74
TX03350,F061,comercio,La Paz,M,False,5,Viernes,M2_COMPRAS,compra_insumos,Compra insumos/mercadería comercio,62.23,Bs,0.0,credito,True,proveedor,1210,2010.0,False,0.0,0.0,1902.53,912.74
TX03351,F061,comercio,La Paz,M,False,5,Viernes,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,9.53,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,1902.53,912.74
TX03352,F061,comercio,La Paz,M,False,5,Viernes,M3_GASTOS_OP,gasto_gremio,Cuota gremio / sindicato / asociación,44.98,Bs,0.0,efectivo,False,gremio,6060,1010.0,False,0.0,0.0,1902.53,912.74
TX03353,F061,comercio,La Paz,M,False,5,Viernes,M4B_PAGO_DEUDA,pago_deuda,Cuota prestamista_informal: capital + interés,141.43,Bs,0.0,efectivo,False,prestamista_informal,2110_capital+6100_interes,1010.0,False,57.01,84.42,1902.53,912.74
TX03354,F061,comercio,La Paz,M,False,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 8.0 hrs × Bs13.2/hr,106.04,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1902.53,912.74
TX03355,F061,comercio,La Paz,M,False,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 5.1 hrs,56.85,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,1902.53,912.74
TX03356,F061,comercio,La Paz,M,False,5,Viernes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,14.37,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,1902.53,912.74
TX03357,F061,comercio,La Paz,M,False,6,Sábado,M1A_VENTAS,venta_credito,Venta comercio día 6 tx1,23.07,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,2186.04,912.38
TX03358,F061,comercio,La Paz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx3,17.85,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2186.04,912.38
TX03359,F061,comercio,La Paz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx4,6.08,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2186.04,912.38
TX03360,F061,comercio,La Paz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx5,61.82,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2186.04,912.38
TX03361,F061,comercio,La Paz,M,False,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx6,55.41,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2186.04,912.38
TX03362,F061,comercio,La Paz,M,False,6,Sábado,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,1.19,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,2186.04,912.38
TX03363,F061,comercio,La Paz,M,False,6,Sábado,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,8.56,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,2186.04,912.38
TX03364,F061,comercio,La Paz,M,False,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 8.0 hrs × Bs13.2/hr,106.04,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,2186.04,912.38
TX03365,F061,comercio,La Paz,M,False,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_familiar,Trabajo familiar no remunerado: 5.1 hrs,56.85,Bs,0.0,imputado,False,familiar,6050,3030.0,True,0.0,0.0,2186.04,912.38
TX03366,F061,comercio,La Paz,M,False,6,Sábado,M7_TRANSFERENCIAS,aporte_hogar,Inyección de efectivo del hogar al negocio,150.9,Bs,0.0,efectivo,False,hogar,1010,3040.0,False,0.0,0.0,2186.04,912.38
TX03367,F061,comercio,La Paz,,,7,Domingo,DIA_INACTIVO,descanso,Día de descanso / feria cerrada,0.0,Bs,0.0,,False,,,,False,,,2186.04,912.38
TX03368,F062,comercio,Santa Cruz,M,True,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx1,6.79,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1665.97,2099.9
TX03369,F062,comercio,Santa Cruz,M,True,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx2,32.7,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1665.97,2099.9
TX03370,F062,comercio,Santa Cruz,M,True,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx3,86.16,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1665.97,2099.9
TX03371,F062,comercio,Santa Cruz,M,True,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx4,9.34,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1665.97,2099.9
TX03372,F062,comercio,Santa Cruz,M,True,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx6,16.64,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1665.97,2099.9
TX03373,F062,comercio,Santa Cruz,M,True,1,Lunes,M1A_VENTAS,venta_contado,Venta comercio día 1 tx7,39.87,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1665.97,2099.9
TX03374,F062,comercio,Santa Cruz,M,True,1,Lunes,M3_GASTOS_OP,gasto_alquiler,Alquiler puesto / local / feria,149.48,Bs,0.0,efectivo,False,arrendador,6020,1010.0,False,0.0,0.0,1665.97,2099.9
TX03375,F062,comercio,Santa Cruz,M,True,1,Lunes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 10.3 hrs × Bs14.6/hr,150.73,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1665.97,2099.9
TX03376,F062,comercio,Santa Cruz,M,True,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx1,33.28,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1895.61,2096.98
TX03377,F062,comercio,Santa Cruz,M,True,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx2,37.52,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1895.61,2096.98
TX03378,F062,comercio,Santa Cruz,M,True,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx3,22.97,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1895.61,2096.98
TX03379,F062,comercio,Santa Cruz,M,True,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx4,16.58,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1895.61,2096.98
TX03380,F062,comercio,Santa Cruz,M,True,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx5,108.01,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1895.61,2096.98
TX03381,F062,comercio,Santa Cruz,M,True,2,Martes,M1A_VENTAS,venta_contado,Venta comercio día 2 tx6,60.29,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,1895.61,2096.98
TX03382,F062,comercio,Santa Cruz,M,True,2,Martes,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,9.72,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,1895.61,2096.98
TX03383,F062,comercio,Santa Cruz,M,True,2,Martes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 10.3 hrs × Bs14.6/hr,150.73,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,1895.61,2096.98
TX03384,F062,comercio,Santa Cruz,M,True,2,Martes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,49.02,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,1895.61,2096.98
TX03385,F062,comercio,Santa Cruz,M,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx2,177.72,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2085.71,2090.54
TX03386,F062,comercio,Santa Cruz,M,True,3,Miércoles,M1A_VENTAS,venta_contado,Venta comercio día 3 tx3,38.25,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2085.71,2090.54
TX03387,F062,comercio,Santa Cruz,M,True,3,Miércoles,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,21.5,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,2085.71,2090.54
TX03388,F062,comercio,Santa Cruz,M,True,3,Miércoles,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 10.3 hrs × Bs14.6/hr,150.73,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,2085.71,2090.54
TX03389,F062,comercio,Santa Cruz,M,True,3,Miércoles,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,25.87,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,2085.71,2090.54
TX03390,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx1,81.17,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03391,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx2,137.59,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03392,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx3,9.23,USD,0.97,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03393,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx4,163.51,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03394,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx5,39.74,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03395,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx6,30.23,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03396,F062,comercio,Santa Cruz,M,True,4,Jueves,M1A_VENTAS,venta_contado,Venta comercio día 4 tx7,68.38,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2453.04,2346.94
TX03397,F062,comercio,Santa Cruz,M,True,4,Jueves,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,182.79,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,2453.04,2346.94
TX03398,F062,comercio,Santa Cruz,M,True,4,Jueves,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,18.54,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,2453.04,2346.94
TX03399,F062,comercio,Santa Cruz,M,True,4,Jueves,M2_COMPRAS,compra_insumos,Compra insumos/mercadería comercio,308.2,Bs,0.0,efectivo,False,proveedor,1210,1010.0,False,0.0,0.0,2453.04,2346.94
TX03400,F062,comercio,Santa Cruz,M,True,4,Jueves,M3_GASTOS_OP,gasto_transporte,Pasaje / flete / combustible,13.54,Bs,0.0,efectivo,False,proveedor_servicio,6010,1010.0,False,0.0,0.0,2453.04,2346.94
TX03401,F062,comercio,Santa Cruz,M,True,4,Jueves,M3_GASTOS_OP,gasto_servicios,Gas / agua / luz / internet,23.58,Bs,0.0,efectivo,False,servicio_basico,6030,1010.0,False,0.0,0.0,2453.04,2346.94
TX03402,F062,comercio,Santa Cruz,M,True,4,Jueves,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 10.3 hrs × Bs14.6/hr,150.73,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,2453.04,2346.94
TX03403,F062,comercio,Santa Cruz,M,True,5,Viernes,M1A_VENTAS,venta_contado,Venta comercio día 5 tx1,29.45,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2536.01,2342.8
TX03404,F062,comercio,Santa Cruz,M,True,5,Viernes,M1A_VENTAS,venta_credito,Venta comercio día 5 tx2,16.01,Bs,0.0,credito,True,cliente,1110,4020.0,False,0.0,0.0,2536.01,2342.8
TX03405,F062,comercio,Santa Cruz,M,True,5,Viernes,M1A_VENTAS,venta_credito,Venta comercio día 5 tx3,6.9,USD,0.73,credito,True,cliente,1110,4020.0,False,0.0,0.0,2536.01,2342.8
TX03406,F062,comercio,Santa Cruz,M,True,5,Viernes,M1A_VENTAS,venta_contado,Venta comercio día 5 tx5,16.39,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,2536.01,2342.8
TX03407,F062,comercio,Santa Cruz,M,True,5,Viernes,M1B_COBROS,cobro_cxc,Cobro cuenta por cobrar cliente,145.69,Bs,0.0,efectivo,False,cliente,1010,1110.0,False,0.0,0.0,2536.01,2342.8
TX03408,F062,comercio,Santa Cruz,M,True,5,Viernes,M1C_AUTOCONSUMO,autoconsumo,Consumo del hogar desde mercadería/producción,13.81,Bs,0.0,en_especie,False,hogar,4040,5010.0,True,0.0,0.0,2536.01,2342.8
TX03409,F062,comercio,Santa Cruz,M,True,5,Viernes,M4B_PAGO_DEUDA,pago_deuda,Cuota prestamista_informal: capital + interés,101.46,Bs,0.0,efectivo,False,prestamista_informal,2110_capital+6100_interes,1010.0,False,38.7,62.76,2536.01,2342.8
TX03410,F062,comercio,Santa Cruz,M,True,5,Viernes,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 10.3 hrs × Bs14.6/hr,150.73,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,2536.01,2342.8
TX03411,F062,comercio,Santa Cruz,M,True,5,Viernes,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,7.1,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,2536.01,2342.8
TX03412,F062,comercio,Santa Cruz,M,True,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx1,593.21,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,3301.18,2342.8
TX03413,F062,comercio,Santa Cruz,M,True,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx2,167.01,USD,17.58,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,3301.18,2342.8
TX03414,F062,comercio,Santa Cruz,M,True,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx3,83.39,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,3301.18,2342.8
TX03415,F062,comercio,Santa Cruz,M,True,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx4,33.08,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,3301.18,2342.8
TX03416,F062,comercio,Santa Cruz,M,True,6,Sábado,M1A_VENTAS,venta_contado,Venta comercio día 6 tx5,63.54,Bs,0.0,efectivo,False,cliente,1010,4010.0,False,0.0,0.0,3301.18,2342.8
TX03417,F062,comercio,Santa Cruz,M,True,6,Sábado,M5_TRABAJO_IMPUTADO,mano_obra_imputada_titular,Trabajo titular: 10.3 hrs × Bs14.6/hr,150.73,Bs,0.0,imputado,False,titular,6050,3030.0,True,0.0,0.0,3301.18,2342.8
TX03418,F062,comercio,Santa Cruz,M,True,6,Sábado,M7_TRANSFERENCIAS,retiro_titular,Retiro para gastos del hogar,175.07,Bs,0.0,efectivo,False,hogar,3030,1010.0,False,0.0,0.0,3301.18,2342.8
